date,tweet,user
2020-03-21 18:39:07+00:00,"@JohnTory just went out shopping for groceries and had several kids running around touching stuff , parents should keep their kids at home as this is a necessity food supply for others . We don’t need snotty nose kids in the grocery store .",calgary_one
2020-03-21 18:36:35+00:00,"WE ARE NOT INVINCIBLE to #Covid-19 please listen to the experts,Went shopping for my mum but felt uneasy it was like business as usual, I have an underlying health condition I don’t what this virus, please be considerate, stay at home or reduce if possible going out x #StayAtHome",Claireshep13
2020-03-21 18:20:46+00:00,Days of quarantine: Day 1: happiness and overjoy and we didn’t care and went out Day 3: panic !! grocery shopping for quarantine Day 5: played all types of games with the fam Day 7: family sports day Day 9: panic again !! Day 10: dancing competition,oskazlara
2020-03-21 18:17:48+00:00,"We just went shopping at @BTLSandCANS and built a 6-pk around local breweries! At some point, you build enough 6-pks, you can make your own menu at home to make it feel like you're out ",LSRCC_Chicago
2020-03-21 18:15:47+00:00,"Minimize going out. In late Jan. - mid. Feb, we went for grocery shopping every 2 weeks, plus 1 outdoor walking in open space once a week. It is scary when seeing the city being so quiet, but life will return to normal.",xyememory
2020-03-21 17:25:17+00:00,Yes we do!!! In TX we have empty shelves. I sent hubby out for 5 things at Walmart and he found 1. He's out running around trying to find the other items we need. Do not believe Trump. When was the last time he went grocery shopping?,wyzwoman68
2020-03-21 17:19:47+00:00,"My grocery store put a 2 item limit on many items, so they had milk and some other critical items last time I went. On the other hand, we go through 4 gallons/week, so need to figure out what to do without shopping too often.",LisaMEdwards2
2020-03-21 17:16:05+00:00,"On our way home from New York, Lily and I stopped in Baltimore, where we went to Edith's Shopping Bag and got Edie Massey's autograph. She was in Pink Flamingos and Female Trouble and will be in Polyester, which isn't out yet. @DavidSedaris",Dr_Brian_Pet
2020-03-21 17:01:30+00:00,"I normally went grocery shopping almost daily. I'm down to once a week (and the Sunday farmers market) to help social distancing work at our local shops. Since I'm not working, I go out for exercise during the week and leave weekends for WFH people. We got this SF. ",BrinkmanCheryl
2020-03-21 16:57:47+00:00,"We went shopping rn and it was a ghost town we have a limited exit lock AND it is snowing and raining so everyone thinks twice before going out. There's no yeast, neither dry nor fresh, to get anywhere though. If noone's making pizza I'll be mad.",GlasVollLack
2020-03-21 16:53:10+00:00,"I went grocery shopping this AM since we're running out of milk. Just two things on my list (shopping for our fam + neighbor + mom) were completely sold out: 1. Chicken of any kind (they have fish, steak, Italian sausage, turkeys!, just no chicken) 2. Kraft mac and cheese",jonesabi
2020-03-21 16:52:08+00:00,Good Day then to you..almost same here...we just went out early for the grocery shopping..then i slept again...now its almost time for Dinner and my workout....,Safer_Place
2020-09-03 18:26:48+00:00,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",LenovoLegion
2020-03-21 16:49:25+00:00,"I went shopping today, but it's been over a week since the last shopping trip and we're almost out of milk. Going to try for 2 weeks without shopping this time around.",jonesabi
2020-03-21 16:18:14+00:00,"I went shopping in Uttoxeter this morning with my usual list, virtually everything was available (even paracetamol which we'd run out of) and people were buying sensibly. Feel the media is fanning the flames unhelpfully as not everywhere has empty shelves.",HillFarmBnB
2020-03-21 16:14:22+00:00,We went out shopping looking for flour We were searching for over an hour In the end we didn’t have any luck Because people are selfish as ....,RickEadesComics
2020-03-21 16:11:52+00:00,"My family went shopping as soon as we heard the word pandemic come out. Our walmart is completely stacked up and fine with supplies, I don't understand how other places are so bad.",kaylaunicorn2
2020-03-21 16:09:28+00:00,Isn’t it crazy? The old guys are golfing on closed courses. They’re out shopping during non elderly hours. My mom’s friends even went to church when they were told AARP ought to stay home. It’s role reversal now. We parent them.,JodyfromCA
2020-03-21 16:01:36+00:00,"LOL Yea, that's about it! Yesterday I went shopping and noticed strips of yellow tape on the floor, spaced out every 6 or so feet. I got too close to someone and then turned around, glared at me, glared at the tape, then back at me. lol I guess we have to keep 6 feet apart!",woodwardkaren
2020-03-21 16:00:54+00:00,We’re still quarantining + chilling! When’s the last time you went through your closet and assessed your goods? Check out this episode of Black Money Series to get some shopping tips at your fingertips! Watch here: https://bit.ly/3djYow0 #BMSMarathon #dfreebacktobasics,mydfree
2020-03-21 15:59:23+00:00,"With the selfishness we keep seeing, my faith as been restored a little. My grandad who went out to get some shopping essentials(yes he shouldn’t be I know that and he does but you try and tell a 92 year old that)...",OllieWrighton
2020-03-21 15:54:06+00:00,"Grocery shopping is a panic inducing experience. Went by Walmart walked in, and then walked out with a panic attack. It is a zoo! We need to start creating an app where one can schedule a grocery shop time. To adhere to recommendations. Food prices going up 250$Norm is 150$",GilmanFamily
2020-03-21 15:16:14+00:00,"I’ve tried to not change my shopping habits, buying only what I need when I need it. I’ve watched as the shelves have become more and more empty. Today I went out to buy stuff for my parents, I was able to get everything they wanted. Hopefully we’ve turned a corner.",SoapyWetDish
2020-03-21 15:13:01+00:00,My mum went shopping because we were running out on a few essentials and some guy took a cereal box from her and denied he did it... like SMH there’s more on the shelves!!,amritaatwalx
2020-03-21 15:11:26+00:00,I've never been so stressed in my life. We went out to buy essentials and ended up abandoning half of what we needed due to total ignornace of others. The highlight was seeing an old man on his scooter with his *OXYGEN TANK* just cruising about town shopping. ,MattCheetham
2020-03-21 14:33:27+00:00,"We were cleared to leave quarantine but limiting going out to getting essential food shopping and walks in wide open spaces. I went to get a few bits from the shop and oh my goodness, people's stupidity is as scary as the virus. No-one keeping a distance, terrifying.",VicsSummers
2020-03-21 14:29:35+00:00,The news reporter said that we would be ok if we just wore a mask and gloves if we have to go out to shopping. She LIED! I went to my local grocery store and everyone ELSE had clothes on! I felt so out of place! #StayAtHome,DadaLives
2020-03-21 14:02:00+00:00,"Went grocery shopping this morning. A lot of stuff was cleaned out, but I got a lot of what we needed. Shopping was exhausting, now I’m wiping down the groceries..y’all, this is a lot for my disabled ass.",iamkamilashakur
2020-03-21 14:01:49+00:00,"On the sixth day of social distancing, we went grocery shopping. The stores were less chaotic than expected; toilet paper was the only thing out of stock. I resisted the temptation to stop at B&amp;N before it shuts its doors indefinitely tomorrow.",Zoe_MM
2020-03-21 13:29:49+00:00,Very little window and a lot of things we normally buy are out of stocks the last time we went shopping.,TheIfeom
2020-03-21 12:41:11+00:00,"""Oh honey I beg to differ on that,"" David chuckled, ""Joseph was and in and out shopping trip but if Cat went along we were there for hours,"" Rossi pointed out with an amused smile.",David_S_Rossi
2020-03-21 12:20:35+00:00,"I understand why we need to stop people hoarding hundreds of items, but, my uncle just went shopping to buy items for multiple households with people who can't go out and no signs up at @Morrisons about limits. 30 min queue at checkout then told he had to put items back. 1/4",wilhil
2020-03-21 12:16:21+00:00,If you are talking about the photo she posted with joe in the car they might went out for grocery shopping or anything else? you dont know. Its not like they were wandering around LA all day! And as we can see the have been home since past week?!,FLYINGJONAS
2020-09-03 18:26:48+00:00,"Lenovo Legion x @PlayApex Now is your chance to rise above the rest. Unmatched performance, purposeful engineering, modern design. Gear up with a machine as savage as you are. Stylish outside. Savage inside.",LenovoLegion
2020-03-21 12:10:58+00:00," Enjoy. I can't believe I talked myself out of buying chocolate last time we went shopping! Mind you, I do not have any self discipline so would have polished it all off by now anyway. ",mosmyth
2020-03-21 11:59:34+00:00,"Happy Saturday in #quarantine crew! We went out for a walk and some shopping, enjoying the fresh air, sunshine and the company of a friend (at a #safedistancing ofcourse). It was great to be out and about and have a… https://www.instagram.com/p/B9_rCXEneNi/?igshid=ghtkcyqj71wd",100procentjacq
2020-03-21 11:32:27+00:00,"Good morning all! Hope we all stay safe out there this weekend! Went shopping this morning and Tesco’s looks like there getting there food back together on the shelves! If your running low on anything, go and have a little look and see if you need anything! Stay safe yall! ",CJacquinn
2020-03-21 11:11:18+00:00,I went out for shopping today because I hadn't hoarded like many others. I took a bottle of disinfectant with me and disinfected pretty much everything I could before touching it. People are out shopping as usual and so many reacted to me as if we aren't in a pandemic.,_su_gibi
2020-03-21 10:46:58+00:00,"So we went out shopping omg and I looked like ari and I walked off from my parents to go get something and loads of ppl were just staring at me, and this couple walked by me and they were whispering and they were like *she looks like ariana* MORE BELOW",angelic_butera_
2020-03-21 10:20:22+00:00,So over a week ago everyone with money went out shopping and bought what hey liked no limits and now we’re limited and we have kids couldn’t do the same last week because we didn’t have any money unntil now,leobeo240
2020-03-21 09:30:27+00:00,Absolutely agree Susanna ! We’ve been in isolation for near on a week now but if we were tested we would know what we are dealing with! Not that if I went out I could buy shopping !,mandiphor
2020-03-21 09:29:51+00:00,caleb was so depressed when we went grocery shopping and they were out of any and all macaroni.. it was like a child being told no for the first time,chlobethbyrd
2020-03-21 09:27:39+00:00,"Me too. Had huge emotional guilt but went out into the sunshine, took the time to walk around &amp; see the blossom coming out on the trees, supported local small business &amp; cafes with my shopping &amp; eating choices &amp; came home feeling refreshed. We need to #BeKind to ourselves too",JaneHarrisNHS
2020-03-21 08:27:03+00:00,"Then says “I don’t eat much I need change”. Like bitchhhh you eat just as much as the rest of us. We went shopping last week, and even though “she hardly eats” we are out of food again. Then says she doesn’t get paid til next Friday, but she can’t help with groceries. Wtf??",batmans_babe98
2020-03-21 06:29:39+00:00,"We just went for a drive to get out of house for a while, people in cafes, restaurants etc, walking around shopping strips, nobody keeping distance as they should. This slackness is why things spread!!!",yarrajewel
2020-03-21 06:23:44+00:00,"We're running out of stock, so I did some quick grocery shopping earlier this morning. Since I didnt allow my parent to go out, so I went with Aqram. We wear mask and gloves, wash everything we bought before stored in cabinet and wash the money and clothes we wore. PRECAUTIONS.",sarahhumaira__
2020-03-21 06:02:33+00:00,"Impossible. All the dems understood the seriousness of the threat 3 weeks before states started shutting down. We quietly went shopping. Enter magats freaked out bc they thought they'd need TP. All fighters, stabbers, &amp; line cutters are obviously logically virus denying magats.",Grandma_Boom
2020-03-21 05:38:53+00:00,"Exactly what we think, we have pulled both of our kids out as they are both high risk. People here in Perth seem soo blarzay atm. I went to go into Waikiki mall with my baby to go to woolies and there were 2 coughing out loud not covering their mouths. We didn't go shopping.",DonWan62499796
2020-03-21 05:26:51+00:00,"1. Seriously. Stop harping on about 'panic buying' because like or or not people would rather be prepared. Govt and supermarkets say ""shop as you normally would"" and ""we're not going to run out""...well went to do my shopping today. We do a big household shop once a fortnight.",celery29
2020-03-21 04:28:44+00:00,"We can’t find bleach,alcohol,peroxide or wipes. I’m a senior in Colorado with a immune compromised husband and the few times I’ve ventured out I’ve been petrified I’d bring something home. My daughters in law went shopping for me this week and found 409. Was so excited.",MADELWELL
2020-03-21 03:32:56+00:00,"I live in OR, we had one case, that person recovered and is out of the hospital and at home. That's been it. We are country here and if she thinks she's going to control us, she has another think coming. I went shopping yesterday, same amount of people out and about.",plumandmouse
2020-03-21 03:18:25+00:00,Thank you @Shipt! Your delivery driver went above and beyond and got us the things we needed from Target. They communicated the entire time they were shopping helping me decide whether to sub in for items that were out of stock.,CodeDebYT
2020-03-21 02:57:14+00:00,Found out today a person who tested + with the virus was at my fav grocery store shopping on Sunday. We went Tuesday. The cases are tripling by the day. It’s getting scary. I truly believe the current administration is trying to kill us.,pj_sonnyny
2020-03-21 01:34:21+00:00,"Chicago Illinois just went on quarantine and my mom will be going out of work. She works at a hotel. She's a single mother. It's 5 of us, her, me and my younger siblings. Also my dog he's a Yorkie. We need to go shopping quick to get food, nd Essentials. $ClassyndSassy",CarlyRa32535020
2020-09-03 14:43:58+00:00,Make sure your appliances are protected against the unstable currents caused by storms. Our exclusive dual surge protection technology filters surges twice to offer a level of protection that’s never been seen before.,AnkerOfficial
2020-03-21 01:33:50+00:00,"Chicago Illinois just went on quarantine and my mom will be going out of work. She works at a hotel. She's a single mother. It's 5 of us, her, me and my younger siblings. Also my dog he's a Yorkie. We need to go shopping quick to get food, nd Essentials $ClassyndSassy",CarlyRa32535020
2020-03-21 01:28:01+00:00,"Chicago Illinois just went on quarantine and my mom will be going out of work. She works at a hotel. She's a single mother. It's 5 of us, her, me and my younger siblings. Also my dog he's a Yorkie. We need to go shopping quick to get food, nd Essentials. $ClassyndSassy",CarlyRa32535020
2020-03-21 01:27:42+00:00,"Chicago Illinois just went on quarantine and my mom will be going out of work. She works at a hotel. She's a single mother. It's 5 of us, her, me and my younger siblings. Also my dog he's a Yorkie. We need to go shopping quick to get food, nd Essentials. $ClassyndSassy",CarlyRa32535020
2020-03-21 01:15:14+00:00,day 3: not insane yet! went grocery shopping cuz we’re going on lockdown tomorrow and it was nice to get out :’) i got like 11 items and spent less than $40 which i am happy about,PR3TTYDARK
2020-03-21 00:57:09+00:00,my husbands parents went grocery shopping and asked us if we needed anything while they were out??? why is that so hard to believe lmfao,ihatelaika
2020-03-21 00:25:36+00:00,"Usually, on the few occasions that I go food shopping with my mum, I always rush her, yet, today when we went, I am so bored and lonely at home that I was more than grateful for the time I was spending out shopping with her I told her to take her sweet time #coronavirus",LPGLDN
2020-03-21 00:03:17+00:00,Sorry I missed the deadline but we just got back from out of town and our awesome neighbor went grocery shopping for us so we had basics when we got back. I tried to pay her and she said to pay it forward. Already trying to figure out how to do just that.,esoxbox
2020-03-21 00:02:37+00:00,"My mate went nappy hunting for 3 days straight without luck. Desperate, he resorted to begging us in the group chat to keep an eye out for nappies when we do our own shopping/brawling with our neighbours. It's brutal out there if you have a baby's wellbeing to look after.",frankiegraulund
2020-02-10 23:53:22+00:00,"Had a lovely day today! We went out, did a bit of shopping, and enjoyed a really nice Papa Johns pizza.",JungleExplosion
2020-09-03 14:43:58+00:00,Make sure your appliances are protected against the unstable currents caused by storms. Our exclusive dual surge protection technology filters surges twice to offer a level of protection that’s never been seen before.,AnkerOfficial
2020-02-10 23:33:52+00:00,My parents weren’t all well off either but my grand parents helped out a lot. “Care packages” that’s what we called it. When they went food shopping they would pick up extra for my family. But a lot of today’s older parents aren’t able to that. They too are barely making it.,KMAKJ11
2020-02-10 22:48:40+00:00,"The dad I nanny for is taking his daughters to their first daddy/daughter dance this week. He asked me to take them dress shopping today. We went to the children’s resale shop and they picked out the PERFECT dresses to reflect their personalities. Nora, 3, my somber, usually",_cassierea
2020-02-10 22:46:05+00:00,"As I get older I realize how much of an Angel my mum is. Growing up she would collect random trinkets for people every time we went shopping. We had a whole closet deticated to gifts that she gave out randomly. The mailman, the maintenance man, dentist, favorite grocer etc ",cultureburns
2020-02-10 21:25:56+00:00,I went grocery shopping today and spotted them in the freezer section. That baby is thawing out as we speak. F you both for what’s about to go down,lauraviele
2020-02-10 20:38:19+00:00,Yesterday we went baby furniture shopping and walked out with everything sweet Aubrey needs!!! ⁣ ⁣ + a stuffed animal⁣ + a picture for her room⁣ + a new sofa⁣ + a new chair and a half ⁣ + an ottoman ⁣ ⁣ ⁣ Annnnd… https://www.instagram.com/p/B8ZmmxSlZRz/?igshid=tkjm60sd6c5b,calliebanks
2020-02-10 15:35:52+00:00,"Even thru hectic schedules, we manage time together the best we can. Sunday’s are usually our only days we can actually go out. Went out to eat, saw a movie, did some shopping, then came home to watch law and order while I did her hair. Best days ever with my love @jessimxrie",TBlake765
2020-02-10 10:17:42+00:00,"So far for the last couple of weeks,today is the only day i didn't play my guitars because we went out shopping,it was good to get some fresh air though.",Romija54
2020-02-10 08:07:55+00:00,and they’re deffo labelled with black sharpie things like “fourth date!!!” or “we went shopping for the sixth time at that market ” and Harry just sticks out his tongue,canyoncurl
2020-02-10 06:21:45+00:00,I went shopping with my mom today (as we do every weekend) and I bought 2 new going out dresses and I just hung them up rn and I found 2 other dresses that I completely forgot I bought already smh ,yuhbrooke
2020-02-10 05:05:52+00:00,"Dudes out here watching the oscars while I went grocery shopping and to the Gym , nah we ain’t the same Bruv",kid_sda
2020-02-10 02:59:17+00:00,"I went out with my family all day, we ate, we did some shopping, we had fun. And then...I came to Twitter and everything fell apart again. Because I don't know what else to do, what else can we do to help him? We're so far away and at this point I think all I can do is pray 4 him",south_icircle
2020-02-10 00:45:04+00:00,"today when my mom and i were out shopping, this tall man started to get uncomfortably close. we went down an isle and there he was. picking things, standing and putting it back. he didn’t buy anything but at one point my mom grabs my hand. we didn’t communicate our concerns",bwaymickey
2020-02-10 00:14:31+00:00,"Yesterday my mom took me shopping for a semiformal shirt for family photos today. We ended up being out of the house for six hours. Today we went to get family photos done and we were out for five hours. I'm exhausted, in a lot of pain, sick af, and dehydrated from sweating.",ryanthedemiboy
2020-02-09 22:58:30+00:00,So the shopping day went well. My body was able to make it out and back! I am relaxing with my sister. And after being so good for a while on a no desserts diet. For early valentines. Sister talked me into having and early treat. So we got these and they are good. #yum,JKBarts
2020-02-09 21:09:47+00:00,"I was fifteen when we met. Online through a chatroom. We became friends, talked a LOT and went shopping together. Now it's been ten years since we first kissed and I still love the shit out of them. Finally gonna marry in October.",Miseryx3Company
2020-02-09 20:10:34+00:00,On the way to Belem stop at LX Factory for some shopping and lunch/dinner/drinks. We went at the beginning of January and couldn’t get a table at TimeOut but found a great restaurant en route: TILES. If you like music check out the Fado bars in the Alfama neighbourhood.,ursulamaley
2020-02-09 18:29:08+00:00,Went out to breakfast with my sister &amp; my niece then went grocery shopping to 3 stores and we’re home.....it’s not even 12:30 ,foxymarcella
2020-02-09 18:28:35+00:00,So for this month i haven’t been eating meat and finally yesterday we went food shopping and bought meat alternatives and this shit just got a whole lot easier. Before i was just eating half a meal but now I’m out here eating plant-based sausages ,CleatusJenkins
2020-02-09 16:35:13+00:00,"This weekend we’ve cooked for our friends at home on Friday evening, went out for shopping &amp; coffee on Saturday before going to Billund to cook fried spring rolls for more friends. Today we cooked brunch for more friends and now I’m watching The Expanse before we cook dinner.",nathanbroon
2020-02-09 15:54:13+00:00,"We were also gonna have dinner together tonight and shops close in 7min and he didnt even care to go shopping or asking how are we gonna organise the shopping, when he knew I went out last night + have work until late tonight",VANTECIAGA
2020-09-03 14:43:58+00:00,Make sure your appliances are protected against the unstable currents caused by storms. Our exclusive dual surge protection technology filters surges twice to offer a level of protection that’s never been seen before.,AnkerOfficial
2020-02-09 15:00:22+00:00,"After check out, all 4 of us (my bb and i, our friend and her bf) went for a double date! We went to ikea cheras. Just window shopping. Sharing each other’s preferences about interior design. It was soooo fun. I get to see my nerdy boyfriend being a total nerd and that’s. So. Hot",whackizara
2020-02-09 13:10:00+00:00,"Went shopping. Did H :Prop up fallen fence panels, see if we still have full compliment of rabbits, let dogs out for a wee, make sure they came back in. Or Sit on arse doing Sudoku. Am I now :-Sodden, kicking fence panels, unearthing rabbits, prepping roast lunch and pud.",Whoops_its_me
2020-02-09 10:46:58+00:00,"When we were shopping yesterday, my mrs went up a notch on Micky Flanagan's 'out out' by buying a dress she described as 'out out but posh dressy-uppy out'. My wife. ",theproperKP
2020-02-09 09:00:27+00:00,This week in Maths we were exploring money so we went ‘shopping’. One child played shopper and the other was the shop keeper. We worked together to total our shopping lists then swapped roles. Some children even worked out how much change was needed @HollinPrimary ,MrsJones3J
2020-02-09 07:49:50+00:00,"I went shopping with Mum yesterday, we go early because I can't handle the noise and crowds later in the day so I'm getting home when everyone else is going out! I take my tablet with me to block out the noise on… https://www.instagram.com/p/B8Vp3etHerB/?igshid=1hjtr50gmo7s5",JustAlexJedhead
2020-02-09 06:17:59+00:00,oh my friend and i went grocery shopping some days ago and had a lot of stuff so we got a ride from these dudes that offered and now the guy sent me a snap and called me on snap chat i need to not give that out,_todokidoki
2020-02-09 05:07:25+00:00,"We went to shopping for something else; but ""shocked &amp; surprised"" are an understatement to describe his reaction, when he found out I could walk on 6-inch heels ... just because I can. And I did! In #queeringfashion, you must #werktheheels, then #sissythatwalk and #sashayaway",PeterOkeugo
2020-02-09 03:30:36+00:00,"Today, we spotted a store called the Lunch Box while we were out shopping. So Ez and I went to check it out, because I thought it was BoxLunch. Imagine the giggles and snorting that happened when I realized it was a place to get waxed. ",dustysterrell
2020-02-09 02:54:28+00:00,I just sat down to read Harjo’s new Collection AN AMERICAN SUNRISE and that quote is in the beginning. I hung out with June for a weekend in college. We went grocery shopping. She said I reminded her of Allison Krause who was killed protesting at Kent State the day I was born.,academicworker
2020-02-09 02:01:35+00:00,"(2/2) We hit a game, went shopping and out for dinner. When we left i realized I lost my AirPods somewhere on campus. Kiss those goodbye I thought. What college kid is going to turn in AirPods? Just got a call from the school. A @SpfldCollege student, that’s who. #humanics ",TheCapeHouse
2020-02-09 00:35:45+00:00,"actually i might flood this post with too many good stories from one ex, but ill just say: *we had a date where we went thrift shopping for the worst clothes for eachother, and showed it off *movie date, in and out, then confessing his feelings next to the skyline at night",tamiddy
2020-02-08 22:04:50+00:00,i honestly find it so weird???? i was 5 when i got mine done after begging my mum for a while bc she wanted me to be sure lmao.. i chickened out at first n then we went round shopping instead n then i decided i rly did want it done ,zhanbun
2020-02-08 21:56:01+00:00,I did leave today - I went shopping with my beautiful little girl and then out for lunch then as soon as I got home we put our pjs on and cwtched! Perfect day,George2Rachel
2020-02-08 21:44:38+00:00,This afternoon we went back home after going grocery shopping but we didn’t go out afterwards to have a drink as originally planned bc I was tired but now I’m frustrated bc I feel like Ive been home all day doing nothing ,joaqunphoenix
2020-02-08 21:32:44+00:00,We went shopping today ready for a whole new season of competitions other than my Dobok of course and team wear. I spend most of my life in leggings and joggers but sometime you can’t go out to dinner in your joggers apparently but still got casual thanks for pics Mum ,HollyMc22877762
2020-02-08 21:24:15+00:00,Suprisingly he’s not doing too bad. We went grocery shopping and he did really good and now we’re out eating and he’s eating. I’m trying to get it before it gets worse,mesa_mese
2020-02-08 21:20:12+00:00,@AsdaServiceTeam freezer was broken and we had to go around to the back where it said no entry. We went and were greeted by worker not so happy to help and we had to wait untill he was ready to find out we're out shopping was. So not happy and then to have short dates ,rebeccalight1
2020-02-08 20:38:13+00:00,sometimes me and ang just stay on the phone for hours while doing our own individual things and it’s really cute like i went shopping and she mailed something out and now im gonna nap while she makes an edit i’m sad we’re cute,positivitae
2020-02-08 20:32:22+00:00,Well that test we was supposed to write got cancelled then me and the lads went shopping but we got caught out by the rain getting soaked in the process lol. How was your day?,Wince_xx
2020-09-03 14:43:58+00:00,Make sure your appliances are protected against the unstable currents caused by storms. Our exclusive dual surge protection technology filters surges twice to offer a level of protection that’s never been seen before.,AnkerOfficial
2020-02-08 20:26:21+00:00,"Huge shout out to Ryan Meyer, Football Bronco. (Thanks for the pix, Ryan.)We went grocery store shopping check it out. So healthy… Super proud. This kind of athlete is why I love my job. #TrainLikeABronco #ProudSportsRD",BroncoFuel
2020-02-08 20:01:16+00:00,We went out early got shopping done now laundry in and bingeing @LuciferNetflix I’m trying to spread it out with all our shows finishing #LuciferNetflix #SPNFamily,OutlanderCanuck
2020-02-08 19:40:24+00:00,"I’ve spent the whole morning with my husband. We went to the gym, out for brunch, and grocery shopping. I love sharing my life with him. ",BobbiJoHancock
2020-02-08 19:34:46+00:00,Went to Costco 2 weeks ago and loaded up. Checker asked if we were preppers. NOT NORMALLY!!! I just don't want to be out shopping during the mayhem stage.,kerrielou73
2020-02-08 18:38:06+00:00,can we crowdfund for me and my roommates nourishment? lol all our power is out AGAIN. our food is now spoiled and we just went grocery shopping ,prematureauntie
2020-02-08 17:30:44+00:00,We went out early to go shopping and shit so I could get some work done today. So of course I'm sitting here wrapped in blankets watching Vine compilations on Youtube ,FallenFiction
2020-02-08 17:15:26+00:00,"Today we were out shopping and I went to try on some clothes and the lady in the fitting room next to me was on the phone and said “giiiirl, you better not wear a wig tonight with the wind the way it is because you’ll be running around the parking lot chasing it” ",hansen_amber02
2020-02-08 16:48:32+00:00,"I did NOT want to get out of bed then I remembered we went grocery shopping last night and I bought LUCKY CHARMS. As I'm pouring my cereal I see there's a MAZE on the back of the box and I am like FUQ YEA. Anyway, I'm gonna be 30 in a few months.",oheysteenz
2020-02-08 14:32:33+00:00,Lmfao last night my girl & I were shopping for our new apartment at ikea. We got 4 fly ass pillows for our couch from this bin that said 7.99. Turns out when we went to go checkout someone put that tag on the wrong bin and they ended being 79.99. We got all 4 pillows for 7.99 ,bennyhannas_
2020-02-08 13:37:22+00:00,Went out for pancakes today We also went window shopping and I took many pictures that I will post tomorrow ,tinastokyodiary
2020-02-08 05:30:00+00:00,"And my mum.. just wanted to buy our laundry soap.. we just wanted a packet.. And in the end, we didn’t buy anything, and went arnd taking some of the left shopping carts to help put back what we can onto the right shelves on the way out..",way_no_shana
2020-02-08 03:46:01+00:00,"DORSCON orange but my parents are acting like its red and is quarantining me at home. So i can't fucking go out!!! Also those singaporeans who went to a shopping spree to stock up their supplies, whyyyy its not like we are all gonna catch the virus. Oh god why is this happening.",mocaotic
2020-02-08 03:33:32+00:00,"Anyway, I had a very fun birthday my sister hung out with me/us for like, the whole entire day?? We went shopping &amp; walked around a lot &amp; had nice food &amp; played with Ornstein while Sif hid. It was good! Also absolutely exhausting. But good!",hexchosen
2020-02-08 03:02:15+00:00,Yeah right. When we went thrift shopping so you could help me out all you would do is smack your teeth ,_carlos__ponce_
2020-02-08 01:52:19+00:00,I went shopping and from the check out line we could hear this dude screaming outside who was clearly on drugs and this woman offered to walk to to my car because I was like um a little scary right? And she was like yeah me and my husband and kids will walk you to your car. ,maisyyyv
2020-02-08 01:16:15+00:00,"We were out shopping for pokemon cards when the entire city's power went out due to winds Everything including all the stores, street lights, and traffic signals I almost peed my pants I was so scared ",stephaniie_io
2020-02-07 23:53:28+00:00,"@xx_louwho wanted to go shopping but I wasn't giving much interest, so she said we could check out this retro game store and we went. Then, upon leaving, she asked me who was more attractive: Shakira or J Lo. This distracted me until I noticed we were 1 minute from Target.",HersheyBarPanda
2020-02-07 22:43:27+00:00,Literally have been home since 3 and I have been evacuated from a shopping centre because someone planted a fake bomb and one of our neighbours almost set her house on fire and went out so we had to call 999 ,gracespencer97
2020-02-07 20:52:47+00:00,My son got a job as Lead Designer at an office manufacturing company and we went out shopping and eating today to celebrate!,tschirret
2020-02-07 19:17:24+00:00,"He followed after him, closing the door as he did. ""It's been a while since we went out shopping together, huh?""",Koigorom0
2020-09-03 14:43:58+00:00,Make sure your appliances are protected against the unstable currents caused by storms. Our exclusive dual surge protection technology filters surges twice to offer a level of protection that’s never been seen before.,AnkerOfficial
2020-02-07 17:49:24+00:00,"Laila went to Target w/my mom to use her gift card. I asked her what she got &amp; she said “I didn’t find anything I really wanted, but I got you a car airfreshener!” When we went grocery shopping a few days ago they ran out. I love my little girl sm, so sweet ",Loreeezy
2020-02-07 16:00:36+00:00,"Nice paragraph. “I was off today, so I woke up a bit late. I then went shopping before noon. In the evening, I hung out with some friends and we played games for fun.”",stewsensei
2020-02-07 15:53:10+00:00,I knew Evan for a month & a half and we went dress shopping for a wedding he invited me to. I told him I needed to use the restroom &amp; asked him to hold my dress. When I came out he had already paid for my $200 Calvin Klein dress. Don’t settle ladies if he wants you he’ll show it.,loweliferachel
2020-02-07 14:51:38+00:00,"Had a dream I went shopping and had a fabulous dinner with @JeffreeStar We made out for a little bit while he showed me his new mansion &amp; all his upcoming makeup launches, then we got robbed by a creeper we saw lurking on the security cam. WTF? I can't with my mind sometimes.",Lucif3na
2020-02-07 11:59:50+00:00,"Spent the week with friends in country, didn’t think about it until reading this, don’t think saw anyone wearing a mask. We went shopping at Global, couple markets, out to eat twice, no masks.",Coastrunner5555
2020-02-07 11:09:02+00:00,We went out shopping &amp; she right out bought a £15k Rolex.,Ms_Bilkis
2020-02-07 03:51:47+00:00,"hahaha im a grown ass woman and my mom hates clothes shopping with me we were going to Vegas years ago and went bathing suit shopping I refused to come out and shes like well you'll be wearing it in Vegas! Yeah, but that's not the same area code as I live in!!! ",MandyMay1982
2020-02-06 19:26:58+00:00,@LoveSteph3 when we went shopping to the mall drunk in Vegas for bathing suits and I came out with winter thigh high boots ,MissPris_73
